ORTHODOX-KJV-TEXT	PATRIARCHAL-TEXT-1904-GREEK	ENGLISH-TRANSLITERATION
7In the which ye also walked some time, when ye lived in them.	εν οις και υμεις περιεπατησατε ποτε οτε εζητε εν τουτοις	en ois kai umeis periepatesate pote ote ezete en toutois	Col|3|7|
8But now ye also put off all these; anger, wrath, malice, blasphemy, filthy communication out of your mouth.	νυνι δε αποθεσθε και υμεις τα παντα οργην θυμον κακιαν βλασφημιαν αισχρολογιαν εκ του στοματος υμων	nuni de apothesthe kai umeis ta panta orgen thumon kakian blasphemian aischrologian ek tou stomatos umon	Col|3|8|
9Lie not one to another, seeing that ye have put off the old man with his deeds;	μη ψευδεσθε εις αλληλους απεκδυσαμενοι τον παλαιον ανθρωπον συν ταις πραξεσιν αυτου	me pseudesthe eis allelous apekdusamenoi ton palaion anthropon sun tais praxesin autou	Col|3|9|
10And have put on the new man, which is renewed in knowledge after the image of him that created him:	και ενδυσαμενοι τον νεον τον ανακαινουμενον εις επιγνωσιν κατ εικονα του κτισαντος αυτον	kai endusamenoi ton neon ton anakainoumenon eis epignosin kat eikona tou ktisantos auton	Col|3|10|
11Where there is neither Greek nor Jew, circumcision nor uncircumcision, Barbarian, Scythian, bond nor free: but Christ is all, and in all.	οπου ουκ ενι ῞ελλην και ιουδαιος περιτομη και ακροβυστια βαρβαρος σκυθης δουλος ελευθερος αλλα τα παντα και εν πασι χριστος.	opou ouk eni ῞ellen kai ioudaios peritome kai akrobustia barbaros skuthes doulos eleutheros alla ta panta kai en pasi christos.	Col|3|11|
12Put on therefore, as the elect of God, holy and beloved, bowels of mercies, kindness, humbleness of mind, meekness, longsuffering;	ενδυσασθε ουν ως εκλεκτοι του θεου αγιοι και ηγαπημενοι σπλαγχνα οικτιρμου χρηστοτητα ταπεινοφροσυνην πραοτητα μακροθυμιαν	endusasthe oun os eklektoi tou theou agioi kai egapemenoi splagchna oiktirmou chrestoteta tapeinophrosunen praoteta makrothumian	Col|3|12|
13Forbearing one another, and forgiving one another, if any man have a quarrel against any: even as Christ forgave you, so also do ye.	ανεχομενοι αλληλων και χαριζομενοι εαυτοις εαν τις προς τινα εχη μομφην καθως και ο χριστος εχαρισατο υμιν ουτω και υμεις	anechomenoi allelon kai charizomenoi eautois ean tis pros tina eche momphen kathos kai o christos echarisato umin outo kai umeis	Col|3|13|
14And above all these things put on charity, which is the bond of perfectness.	επι πασι δε τουτοις την αγαπην ητις εστι συνδεσμος της τελειοτητος.	epi pasi de toutois ten agapen etis esti sundesmos tes teleiotetos.	Col|3|14|
15And let the peace of God rule in your hearts, to the which also ye are called in one body; and be ye thankful.	και η ειρηνη του θεου βραβευετω εν ταις καρδιαις υμων εις ην και εκληθητε εν ενι σωματι και ευχαριστοι γινεσθε.	kai e eirene tou theou brabeueto en tais kardiais umon eis en kai eklethete en eni somati kai eucharistoi ginesthe.	Col|3|15|
16Let the word of Christ dwell in you richly in all wisdom; teaching and admonishing one another in psalms and hymns and spiritual songs, singing with grace in your hearts to the Lord.	ο λογος του χριστου ενοικειτω εν υμιν πλουσιως εν παση σοφια διδασκοντες και νουθετουντες εαυτους ψαλμοις υμνοις ωδαις πνευματικαις εν χαριτι αδοντες εν τη καρδια υμων τω κυριω.	o logos tou christou enoikeito en umin plousios en pase sophia didaskontes kai nouthetountes eautous psalmois umnois odais pneumatikais en chariti adontes en te kardia umon to kurio.	Col|3|16|
17And whatsoever ye do in word or deed, do all in The [Name NM.E->31] of the Lord Jesus, giving thanks to God and the Father by him.	και παν ο τι αν ποιητε εν λογω η εν εργω παντα εν ονοματι κυριου ιησου ευχαριστουντες τω θεω και πατρι δι αυτου.	kai pan o ti an poiete en logo e en ergo panta en onomati kuriou iesou eucharistountes to theo kai patri di autou.	Col|3|17|
18Wives, submit yourselves unto your own husbands, as it is fit in the Lord.	αι γυναικες υποτασσεσθε τοις ανδρασιν ως ανηκεν εν κυριω.	ai gunaikes upotassesthe tois andrasin os aneken en kurio.	Col|3|18|
19Husbands, love your wives, and be not bitter against them.	οι ανδρες αγαπατε τας γυναικας και μη πικραινεσθε προς αυτας.	oi andres agapate tas gunaikas kai me pikrainesthe pros autas.	Col|3|19|
20Children, obey your parents in all things: for this is well pleasing unto the Lord.	τα τεκνα υπακουετε τοις γονευσι κατα παντα τουτο γαρ εστιν ευαρεστον εν κυριω.	ta tekna upakouete tois goneusi kata panta touto gar estin euareston en kurio.	Col|3|20|
21Fathers, provoke not your children to anger, lest they be discouraged.	οι πατερες μη ερεθιζετε τα τεκνα υμων ινα μη αθυμωσιν.	oi pateres me erethizete ta tekna umon ina me athumosin.	Col|3|21|
22Servants, obey in all things your masters according to the flesh; not with eyeservice, as menpleasers; but in singleness of heart, fearing God:	οι δουλοι υπακουετε κατα παντα τοις κατα σαρκα κυριοις μη εν οφθαλμοδουλια ως ανθρωπαρεσκοι αλλ εν απλοτητι καρδιας φοβουμενοι τον θεον.	oi douloi upakouete kata panta tois kata sarka kuriois me en ophthalmodoulia os anthropareskoi all en aploteti kardias phoboumenoi ton theon.	Col|3|22|
23And whatsoever ye do, do it heartily, as to the Lord, and not unto men;	και παν οτι εαν ποιητε εκ ψυχης εργαζεσθε ως τω κυριω και ουκ ανθρωποις	kai pan oti ean poiete ek psuches ergazesthe os to kurio kai ouk anthropois	Col|3|23|
24Knowing that of the Lord ye shall receive the reward of the inheritance: for ye serve the Lord Christ.	ειδοτες οτι απο κυριου αποληψεσθε την ανταποδοσιν της κληρονομιας τω γαρ κυριω χριστω δουλευετε.	eidotes oti apo kuriou apolepsesthe ten antapodosin tes kleronomias to gar kurio christo douleuete.	Col|3|24|
25But he that doeth wrong shall receive for the wrong which he hath done: and there is no respect of persons.	ο γαρ αδικων κομιειται ο ηδικησε και ουκ εστι προσωπολημψια.	o gar adikon komieitai o edikese kai ouk esti prosopolempsia.	Col|3|25|
1Masters, give unto your servants that which is just and equal; knowing that ye also have a Master in heaven.	οι κυριοι το δικαιον και την ισοτητα τοις δουλοις παρεχεσθε ειδοτες οτι και υμεις εχετε κυριον εν ουρανοις.	oi kurioi to dikaion kai ten isoteta tois doulois parechesthe eidotes oti kai umeis echete kurion en ouranois.	Col|4|1|
2Continue in prayer, and watch in the same with thanksgiving;	τη προσευχη προσκαρτερειτε γρηγορουντες εν αυτη εν ευχαριστια	te proseuche proskartereite gregorountes en aute en eucharistia	Col|4|2|
3Withal praying also for us, that God would open unto us a door of utterance, to speak the mystery of Christ, for which I am also in bonds:	προσευχομενοι αμα και περι ημων ινα ο θεος ανοιξη ημιν θυραν του λογου λαλησαι το μυστηριον του χριστου δι ο και δεδεμαι	proseuchomenoi ama kai peri emon ina o theos anoixe emin thuran tou logou lalesai to musterion tou christou di o kai dedemai	Col|4|3|
4That I may make it manifest, as I ought to speak.	ινα φανερωσω αυτο ως δει με λαλησαι.	ina phaneroso auto os dei me lalesai.	Col|4|4|
5Walk in wisdom toward them that are without, redeeming the time.	εν σοφια περιπατειτε προς τους εξω τον καιρον εξαγοραζομενοι.	en sophia peripateite pros tous exo ton kairon exagorazomenoi.	Col|4|5|
6Let your speech be alway with grace, seasoned with salt, that ye may know how ye ought to answer every man.	ο λογος υμων παντοτε εν χαριτι αλατι ηρτυμενος ειδεναι πως δει υμας ενι εκαστω αποκρινεσθαι.	o logos umon pantote en chariti alati ertumenos eidenai pos dei umas eni ekasto apokrinesthai.	Col|4|6|
7All my state shall Tychicus declare unto you, who is a beloved brother, and a faithful minister and fellowservant in the Lord:	τα κατ εμε παντα γνωρισει υμιν τυχικος ο αγαπητος αδελφος και πιστος διακονος και συνδουλος εν κυριω	ta kat eme panta gnorisei umin tuchikos o agapetos adelphos kai pistos diakonos kai sundoulos en kurio	Col|4|7|
8Whom I have sent unto you for the same purpose, that he might know your estate, and comfort your hearts;	ον επεμψα προς υμας εις αυτο τουτο ινα γνω τα περι υμων και παρακαλεση τας καρδιας υμων	on epempsa pros umas eis auto touto ina gno ta peri umon kai parakalese tas kardias umon	Col|4|8|
9With Onesimus, a faithful and beloved brother, who is one of you. They shall make known unto you all things which are done here.	συν ονησιμω τω πιστω και αγαπητω αδελφω ος εστιν εξ υμων παντα υμιν γνωριουσι τα ωδε.	sun onesimo to pisto kai agapeto adelpho os estin ex umon panta umin gnoriousi ta ode.	Col|4|9|
10Aristarchus my fellowprisoner saluteth you, and Marcus, sisterís son to Barnabas, touching whom ye received commandments: if he come unto you, receive him;	ασπαζεται υμας αρισταρχος ο συναιχμαλωτος μου και μαρκος ο ανεψιος βαρναβα περι ου ελαβετε εντολας εαν ελθη προς υμας δεξασθε αυτον	aspazetai umas aristarchos o sunaichmalotos mou kai markos o anepsios barnaba peri ou elabete entolas ean elthe pros umas dexasthe auton	Col|4|10|
11And Jesus, which is called Justus, who are of the circumcision. These only are my fellow workers unto the kingdom of God, which have been a comfort unto me.	και ιησους ο λεγομενος ιουστος οι οντες εκ περιτομης ουτοι μονοι συνεργοι εις την βασιλειαν του θεου οιτινες εγενηθησαν μοι παρηγορια.	kai iesous o legomenos ioustos oi ontes ek peritomes outoi monoi sunergoi eis ten basileian tou theou oitines egenethesan moi paregoria.	Col|4|11|
12Epaphras, who is one of you, a servant of Christ, saluteth you, always labouring fervently for you in prayers, that ye may stand perfect and complete in all the will of God.	ασπαζεται υμας επαφρας ο εξ υμων δουλος χριστου παντοτε αγωνιζομενος υπερ υμων εν ταις προσευχαις ινα σταθητε τελειοι και πεπληρωμενοι εν παντι θεληματι του θεου	aspazetai umas epaphras o ex umon doulos christou pantote agonizomenos uper umon en tais proseuchais ina stathete teleioi kai pepleromenoi en panti thelemati tou theou	Col|4|12|
13For I bear him record, that he hath a great zeal for you, and them that are in Laodicea, and them in Hierapolis.	μαρτυρω γαρ αυτω οτι εχει ζηλον πολυν υπερ υμων και των εν λαοδικεια και των εν ιεραπολει.	marturo gar auto oti echei zelon polun uper umon kai ton en laodikeia kai ton en ierapolei.	Col|4|13|
14Luke, the beloved physician, and Demas, greet you.	ασπαζεται υμας λουκας ο ιατρος ο αγαπητος και δημας.	aspazetai umas loukas o iatros o agapetos kai demas.	Col|4|14|
15Salute the brethren which are in Laodicea, and Nymphas, and the church which is in his house.	ασπασασθε τους εν λαοδικεια αδελφους και νυμφαν και την κατ οικον αυτου εκκλησιαν	aspasasthe tous en laodikeia adelphous kai numphan kai ten kat oikon autou ekklesian	Col|4|15|
16And when this epistle is read among you, cause that it be read also in the church of the Laodiceans; and that ye likewise read the epistle from Laodicea.	και οταν αναγνωσθη παρ υμιν η επιστολη ποιησατε ινα και εν τη λαοδικεων εκκλησια αναγνωσθη και την εκ λαοδικειας ινα και υμεις αναγνωτε.	kai otan anagnosthe par umin e epistole poiesate ina kai en te laodikeon ekklesia anagnosthe kai ten ek laodikeias ina kai umeis anagnote.	Col|4|16|
17And say to Archippus, Take heed to the ministry which thou hast received in the Lord, that thou fulfil it.	και ειπατε αρχιππω βλεπε την διακονιαν ην παρελαβες εν κυριω ινα αυτην πληροις.	kai eipate archippo blepe ten diakonian en parelabes en kurio ina auten plerois.	Col|4|17|
18The salutation by the hand of me Paul. Remember my bonds. Grace be with you. [Amin AM.C->17].	ο ασπασμος τη εμη χειρι παυλου. μνημονευετε μου των δεσμων. η χαρις μεθ υμων. αμην.	o aspasmos te eme cheiri paulou. mnemoneuete mou ton desmon. e charis meth umon. amen.	Col|4|18|
1Paul, and Silouanos, and Timotheus, unto the church of the Thessalonians which is in God the Father and in the Lord Jesus Christ: Grace be unto you, and peace, from God our Father, and the Lord Jesus Christ.	παυλος και σιλουανος και τιμοθεος τη εκκλησια θεσσαλονικεων εν θεω πατρι και κυριω ιησου χριστω χαρις υμιν και ειρηνη απο θεου πατρος ημων και κυριου ιησου χριστου.	paulos kai silouanos kai timotheos te ekklesia thessalonikeon en theo patri kai kurio iesou christo charis umin kai eirene apo theou patros emon kai kuriou iesou christou.	Th1|1|1|
2We give thanks to God always for you all, making mention of you in our prayers;	ευχαριστουμεν τω θεω παντοτε περι παντων υμων μνειαν υμων ποιουμενοι επι των προσευχων ημων αδιαλειπτως	eucharistoumen to theo pantote peri panton umon mneian umon poioumenoi epi ton proseuchon emon adialeiptos	Th1|1|2|
3Remembering without ceasing your work of faith, and labour of love, and patience of hope in our Lord Jesus Christ, in the sight of God and our Father;	μνημονευοντες υμων του εργου της πιστεως και του κοπου της αγαπης και της υπομονης της ελπιδος του κυριου ημων ιησου χριστου εμπροσθεν του θεου και πατρος ημων	mnemoneuontes umon tou ergou tes pisteos kai tou kopou tes agapes kai tes upomones tes elpidos tou kuriou emon iesou christou emprosthen tou theou kai patros emon	Th1|1|3|
4Knowing, brethren beloved, your election of God.	ειδοτες αδελφοι ηγαπημενοι υπο θεου την εκλογην υμων	eidotes adelphoi egapemenoi upo theou ten eklogen umon	Th1|1|4|
5For our gospel came not unto you in word only, but also in power, and in the Holy Spirit, and in much assurance; as ye know what manner of men we were among you for your sake.	οτι το ευαγγελιον ημων ουκ εγενηθη εις υμας εν λογω μονον αλλα και εν δυναμει και εν πνευματι αγιω και εν πληροφορια πολλη καθως οιδατε οιοι εγενηθημεν εν υμιν δι υμας.	oti to euaggelion emon ouk egenethe eis umas en logo monon alla kai en dunamei kai en pneumati agio kai en plerophoria polle kathos oidate oioi egenethemen en umin di umas.	Th1|1|5|
6And ye became followers of us, and of the Lord, having received the word in much affliction, with joy of the Holy Spirit:	και υμεις μιμηται ημων εγενηθητε και του κυριου δεξαμενοι τον λογον εν θλιψει πολλη μετα χαρας πνευματος αγιου	kai umeis mimetai emon egenethete kai tou kuriou dexamenoi ton logon en thlipsei polle meta charas pneumatos agiou	Th1|1|6|
7So that ye were ensamples to all that believe in Macedonia and Achaia.	ωστε γενεσθαι υμας τυπους πασι τοις πιστευουσιν εν τη μακεδονια και εν τη αχαια.	oste genesthai umas tupous pasi tois pisteuousin en te makedonia kai en te achaia.	Th1|1|7|
8For from you sounded out the word of the Lord not only in Macedonia and Achaia, but also in every place your faith to God-ward is spread abroad; so that we need not to speak any thing.	αφ υμων γαρ εξηχηται ο λογος του κυριου ου μονον εν τη μακεδονια και εν τη αχαια αλλα και εν παντι τοπω η πιστις υμων η προς τον θεον εξεληλυθεν ωστε μη χρειαν ημας εχειν λαλειν τι.	aph umon gar exechetai o logos tou kuriou ou monon en te makedonia kai en te achaia alla kai en panti topo e pistis umon e pros ton theon exeleluthen oste me chreian emas echein lalein ti.	Th1|1|8|
9For they themselves shew of us what manner of entering in we had unto you, and how ye turned to God from idols to serve the living and true God;	αυτοι γαρ περι ημων απαγγελλουσιν οποιαν εισοδον εσχομεν προς υμας και πως επεστρεψατε προς τον θεον απο των ειδωλων δουλευειν θεω ζωντι και αληθινω	autoi gar peri emon apaggellousin opoian eisodon eschomen pros umas kai pos epestrepsate pros ton theon apo ton eidolon douleuein theo zonti kai alethino	Th1|1|9|
10And to wait for his Son from heaven, whom he raised from the dead, even Jesus, which delivered us from the wrath to come.	και αναμενειν τον υιον αυτου εκ των ουρανων ον ηγειρεν εκ των νεκρων ιησουν τον ρυομενον ημας απο της οργης της ερχομενης.	kai anamenein ton uion autou ek ton ouranon on egeiren ek ton nekron iesoun ton ruomenon emas apo tes orges tes erchomenes.	Th1|1|10|
1For yourselves, brethren, know our entrance in unto you, that it was not in vain:	αυτοι γαρ οιδατε αδελφοι την εισοδον ημων την προς υμας οτι ου κενη γεγονεν	autoi gar oidate adelphoi ten eisodon emon ten pros umas oti ou kene gegonen	Th1|2|1|
2But even after that we had suffered before, and were shamefully entreated, as ye know, at Philippi, we were bold in our God to speak unto you the gospel of God with much contention.	αλλα προπαθοντες και υβρισθεντες καθως οιδατε εν φιλιπποις επαρρησιασαμεθα εν τω θεω ημων λαλησαι προς υμας το ευαγγελιον του θεου εν πολλω αγωνι.	alla propathontes kai ubristhentes kathos oidate en philippois eparresiasametha en to theo emon lalesai pros umas to euaggelion tou theou en pollo agoni.	Th1|2|2|
3For our exhortation was not of deceit, nor of uncleanness, nor in guile:	η γαρ παρακλησις ημων ουκ εκ πλανης ουδε εξ ακαθαρσιας ουτε εν δολω	e gar paraklesis emon ouk ek planes oude ex akatharsias oute en dolo	Th1|2|3|
4But as we were allowed of God to be put in trust with the gospel, even so we speak; not as pleasing men, but God, which trieth our hearts.	αλλα καθως δεδοκιμασμεθα υπο του θεου πιστευθηναι το ευαγγελιον ουτω λαλουμεν ουχ ως ανθρωποις αρεσκοντες αλλα θεω τω δοκιμαζοντι τας καρδιας ημων.	alla kathos dedokimasmetha upo tou theou pisteuthenai to euaggelion outo laloumen ouch os anthropois areskontes alla theo to dokimazonti tas kardias emon.	Th1|2|4|
5For neither at any time used we flattering words, as ye know, nor a cloke of covetousness; God is witness:	ουτε γαρ ποτε εν λογω κολακειας εγενηθημεν καθως οιδατε ουτε εν προφασει πλεονεξιας θεος μαρτυς	oute gar pote en logo kolakeias egenethemen kathos oidate oute en prophasei pleonexias theos martus	Th1|2|5|
6Nor of men sought we glory, neither of you, nor yet of others, when we might have been burdensome, as the apostles of Christ.	ουτε ζητουντες εξ ανθρωπων δοξαν ουτε αφ υμων ουτε απ αλλων	oute zetountes ex anthropon doxan oute aph umon oute ap allon	Th1|2|6|
7But we were gentle among you, even as a nurse cherisheth her children:	δυναμενοι εν βαρει ειναι ως χριστου αποστολοι αλλ εγενηθημεν ηπιοι εν μεσω υμων ως αν τροφος θαλπη τα εαυτης τεκνα	dunamenoi en barei einai os christou apostoloi all egenethemen epioi en meso umon os an trophos thalpe ta eautes tekna	Th1|2|7|
8So being affectionately desirous of you, we were willing to have imparted unto you, not the gospel of God only, but also our own souls, because ye were dear unto us.	ουτως ομειρομενοι υμων ευδοκουμεν μεταδουναι υμιν ου μονον το ευαγγελιον του θεου αλλα και τας εαυτων ψυχας διοτι αγαπητοι ημιν εγενησθε.	outos omeiromenoi umon eudokoumen metadounai umin ou monon to euaggelion tou theou alla kai tas eauton psuchas dioti agapetoi emin egenesthe.	Th1|2|8|
9For ye remember, brethren, our labour and travail: for labouring night and day, because we would not be chargeable unto any of you, we preached unto you the gospel of God.	μνημονευετε γαρ αδελφοι τον κοπον ημων και τον μοχθον νυκτος γαρ και ημερας εργαζομενοι προς το μη επιβαρησαι τινα υμων εκηρυξαμεν εις υμας το ευαγγελιον του θεου.	mnemoneuete gar adelphoi ton kopon emon kai ton mochthon nuktos gar kai emeras ergazomenoi pros to me epibaresai tina umon ekeruxamen eis umas to euaggelion tou theou.	Th1|2|9|
10Ye are witnesses, and God also, how holily and justly and unblameably we behaved ourselves among you that believe:	υμεις μαρτυρες και ο θεος ως οσιως και δικαιως και αμεμπτως υμιν τοις πιστευουσιν εγενηθημεν	umeis martures kai o theos os osios kai dikaios kai amemptos umin tois pisteuousin egenethemen	Th1|2|10|
11As ye know how we exhorted and comforted and charged every one of you, as a father doth his children,	καθαπερ οιδατε ως ενα εκαστον υμων ως πατηρ τεκνα εαυτου	kathaper oidate os ena ekaston umon os pater tekna eautou	Th1|2|11|
12That ye would walk worthy of God, who hath called you unto his kingdom and glory.	παρακαλουντες υμας και παραμυθουμενοι και μαρτυρομενοι εις το περιπατησαι υμας αξιως του θεου του καλουντος υμας εις την εαυτου βασιλειαν και δοξαν.	parakalountes umas kai paramuthoumenoi kai marturomenoi eis to peripatesai umas axios tou theou tou kalountos umas eis ten eautou basileian kai doxan.	Th1|2|12|
13For this cause also thank we God without ceasing, because, when ye received the word of God which ye heard of us, ye received it not as the word of men, but as it is in truth, the word of God, which effectually worketh also in you that believe.	δια τουτο και ημεις ευχαριστουμεν τω θεω αδιαλειπτως οτι παραλαβοντες λογον ακοης παρ ημων του θεου εδεξασθε ου λογον ανθρωπων αλλα καθως εστιν αληθως λογον θεου ος και ενεργειται εν υμιν τοις πιστευουσιν.	dia touto kai emeis eucharistoumen to theo adialeiptos oti paralabontes logon akoes par emon tou theou edexasthe ou logon anthropon alla kathos estin alethos logon theou os kai energeitai en umin tois pisteuousin.	Th1|2|13|
14For ye, brethren, became followers of the churches of God which in Judaea are in Christ Jesus: for ye also have suffered like things of your own countrymen, even as they have of the Jews:	υμεις γαρ μιμηται εγενηθητε αδελφοι των εκκλησιων του θεου των ουσων εν τη ιουδαια εν χριστω ιησου οτι τα αυτα επαθετε και υμεις υπο των ιδιων συμφυλετων καθως και αυτοι υπο των ιουδαιων	umeis gar mimetai egenethete adelphoi ton ekklesion tou theou ton ouson en te ioudaia en christo iesou oti ta auta epathete kai umeis upo ton idion sumphuleton kathos kai autoi upo ton ioudaion	Th1|2|14|
15Who both killed the Lord Jesus, and their own prophets, and have persecuted us; and they please not God, and are contrary to all men:	των και τον κυριον αποκτειναντων ιησουν και τους προφητας και ημας εκδιωξαντων και θεω μη αρεσκοντων και πασιν ανθρωποις εναντιων	ton kai ton kurion apokteinanton iesoun kai tous prophetas kai emas ekdioxanton kai theo me areskonton kai pasin anthropois enantion	Th1|2|15|
16Forbidding us to speak to the Gentiles that they might be saved, to fill up their sins alway: for the wrath is come upon them to the uttermost.	κωλυοντων ημας τοις εθνεσι λαλησαι ινα σωθωσιν εις το αναπληρωσαι αυτων τας αμαρτιας παντοτε. εφθασε δε επ αυτους η οργη εις τελος.	koluonton emas tois ethnesi lalesai ina sothosin eis to anaplerosai auton tas amartias pantote. ephthase de ep autous e orge eis telos.	Th1|2|16|
17But we, brethren, being taken from you for a short time in presence, not in heart, endeavoured the more abundantly to see your face with great desire.	ημεις δε αδελφοι απορφανισθεντες αφ υμων προς καιρον ωρας προσωπω ου καρδια περισσοτερως εσπουδασαμεν το προσωπον υμων ιδειν εν πολλη επιθυμια.	emeis de adelphoi aporphanisthentes aph umon pros kairon oras prosopo ou kardia perissoteros espoudasamen to prosopon umon idein en polle epithumia.	Th1|2|17|
18Wherefore we would have come unto you, even I Paul, once and again; but Satan hindered us.	διο ηθελησαμεν ελθειν προς υμας εγω μεν παυλος και απαξ και δις και ενεκοψεν ημας ο σατανας.	dio ethelesamen elthein pros umas ego men paulos kai apax kai dis kai enekopsen emas o satanas.	Th1|2|18|
19For what is our hope, or joy, or crown of rejoicing? Are not even ye in the presence of our Lord Jesus Christ at his coming?	τις γαρ ημων ελπις η χαρα η στεφανος καυχησεως η ουχι και υμεις εμπροσθεν του κυριου ημων ιησου χριστου εν τη αυτου παρουσια	tis gar emon elpis e chara e stephanos kaucheseos e ouchi kai umeis emprosthen tou kuriou emon iesou christou en te autou parousia	Th1|2|19|
20For ye are our glory and joy.	υμεις γαρ εστε η δοξα ημων και η χαρα.	umeis gar este e doxa emon kai e chara.	Th1|2|20|
1Wherefore when we could no longer forbear, we thought it good to be left at Athens alone;	διο μηκετι στεγοντες ευδοκησαμεν καταλειφθηναι εν αθηναις μονοι	dio meketi stegontes eudokesamen kataleiphthenai en athenais monoi	Th1|3|1|
2And sent Timotheus, our brother, and minister of God, and our fellowlabourer in the gospel of Christ, to establish you, and to comfort you concerning your faith:	και επεμψαμεν τιμοθεον τον αδελφον ημων και διακονον του θεου και συνερον ημων εν τω ευαγγελιω του χριστου εις το στηριξαι υμας και παρακαλεσαι υμας υπερ της πιστεως υμων	kai epempsamen timotheon ton adelphon emon kai diakonon tou theou kai suneron emon en to euaggelio tou christou eis to sterixai umas kai parakalesai umas uper tes pisteos umon	Th1|3|2|
3That no man should be moved by these afflictions: for yourselves know that we are appointed thereunto.	το μηδενα σαινεσθαι εν ταις θλιψεσι ταυταις. αυτοι γαρ οιδατε οτι εις τουτο κειμεθα	to medena sainesthai en tais thlipsesi tautais. autoi gar oidate oti eis touto keimetha	Th1|3|3|
4For verily, when we were with you, we told you before that we should suffer tribulation; even as it came to pass, and ye know.	και γαρ οτε προς υμας ημεν προελεγομεν υμιν οτι μελλομεν θλιβεσθαι καθως και εγενετο και οιδατε.	kai gar ote pros umas emen proelegomen umin oti mellomen thlibesthai kathos kai egeneto kai oidate.	Th1|3|4|
5For this cause, when I could no longer forbear, I sent to know your faith, lest by some means the tempter have tempted you, and our labour be in vain.	δια τουτο καγω μηκετι στεγων επεμψα εις το γνωναι την πιστιν υμων μηπως επειρασεν υμας ο πειραζων και εις κενον γενηται ο κοπος ημων.	dia touto kago meketi stegon epempsa eis to gnonai ten pistin umon mepos epeirasen umas o peirazon kai eis kenon genetai o kopos emon.	Th1|3|5|
6But now when Timotheus came from you unto us, and brought us good tidings of your faith and charity, and that ye have good remembrance of us always, desiring greatly to see us, as we also to see you:	αρτι δε ελθοντος τιμοθεου προς ημας αφ υμων και ευαγγελισαμενου ημιν την πιστιν και την αγαπην υμων και οτι εχετε μνειαν ημων αγαθην παντοτε επιποθουντες ημας ιδειν καθαπερ και ημεις υμας	arti de elthontos timotheou pros emas aph umon kai euaggelisamenou emin ten pistin kai ten agapen umon kai oti echete mneian emon agathen pantote epipothountes emas idein kathaper kai emeis umas	Th1|3|6|
7Therefore, brethren, we were comforted over you in all our affliction and distress by your faith:	δια τουτο παρεκληθημεν αδελφοι εφ υμιν επι παση τη θλιψει και αναγκη ημων δια της υμων πιστεως	dia touto pareklethemen adelphoi eph umin epi pase te thlipsei kai anagke emon dia tes umon pisteos	Th1|3|7|
8For now we live, if ye stand fast in the Lord.	οτι νυν ζωμεν εαν υμεις στηκετε εν κυριω	oti nun zomen ean umeis stekete en kurio	Th1|3|8|
9For what thanks can we render to God again for you, for all the joy wherewith we joy for your sakes before our God;	τινα γαρ ευχαριστιαν δυναμεθα τω θεω ανταποδουναι περι υμων επι παση τη χαρα η χαιρομεν δι υμας εμπροσθεν του θεου ημων	tina gar eucharistian dunametha to theo antapodounai peri umon epi pase te chara e chairomen di umas emprosthen tou theou emon	Th1|3|9|
10Night and day praying exceedingly that we might see your face, and might perfect that which is lacking in your faith?	νυκτος και ημερας υπερεκπερισσου δεομενοι εις το ιδειν υμων το προσωπον και καταρτισαι τα υστερηματα της πιστεως υμων	nuktos kai emeras uperekperissou deomenoi eis to idein umon to prosopon kai katartisai ta usteremata tes pisteos umon	Th1|3|10|
11Now God himself and our Father, and our Lord Jesus Christ, direct our way unto you.	αυτος δε ο θεος και πατηρ ημων και ο κυριος ημων ιησους χριστος κατευθυναι την οδον ημων προς υμας	autos de o theos kai pater emon kai o kurios emon iesous christos kateuthunai ten odon emon pros umas	Th1|3|11|
12And the Lord make you to increase and abound in love one toward another, and toward all men, even as we do toward you:	υμας δε ο κυριος πλεονασαι και περισσευσαι τη αγαπη εις αλληλους και εις παντας καθαπερ και ημεις εις υμας	umas de o kurios pleonasai kai perisseusai te agape eis allelous kai eis pantas kathaper kai emeis eis umas	Th1|3|12|
13To the end he may stablish your hearts unblameable in holiness before God, even our Father, at the coming of our Lord Jesus Christ with all his saints.	εις το στηριξαι υμων τας καρδιας αμεμπτους εν αγιωσυνη εμπροσθεν του θεου και πατρος ημων εν τη παρουσια του κυριου ημων ιησου χριστου μετα παντων των αγιων αυτου.	eis to sterixai umon tas kardias amemptous en agiosune emprosthen tou theou kai patros emon en te parousia tou kuriou emon iesou christou meta panton ton agion autou.	Th1|3|13|
1Furthermore then we beseech you, brethren, and exhort you by the Lord Jesus, that as ye have received of us how ye ought to walk and to please God, so ye would abound more and more.	το λοιπον ουν αδελφοι ερωτωμεν υμας και παρακαλουμεν εν κυριω ιησου καθως παρελαβετε παρ ημων το πως δει υμας περιπατειν και αρεσκειν θεω ινα περισσευητε μαλλον	to loipon oun adelphoi erotomen umas kai parakaloumen en kurio iesou kathos parelabete par emon to pos dei umas peripatein kai areskein theo ina perisseuete mallon	Th1|4|1|
2For ye know what commandments we gave you by the Lord Jesus.	οιδατε γαρ τινας παραγγελιας εδωκαμεν υμιν δια του κυριου ιησου.	oidate gar tinas paraggelias edokamen umin dia tou kuriou iesou.	Th1|4|2|
